"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"59",2175811.24650506,2265862.12079318,2431182.93083974,2101751.42619004,2006644.94776948,2540441.94154584,2201248.20973663,2391349.53293479,2010295.76539151,2094828.34223363,2188817.58382006,2616951.7201168,2377514.69108183,2277804.47617574,2281997.6129238,2211900.1982216,2427108.40222602,2753358.46738664,2171905.95851924,3117666.38261606,2112926.89150503,2324345.99387935,3002706.58409072,2504571.71966236,2373351.30358623
"60",2197731.12958494,2288713.45473677,2450193.07839533,2123617.44761466,2024533.68118672,2563979.43327326,2221084.6729714,2413728.26461334,2026154.26328058,2117921.74538497,2209519.16506546,2642173.39643242,2398387.12017451,2305829.77423991,2309990.71005527,2235026.86129908,2444871.52178618,2776645.97022637,2191637.69797498,3146945.686515,2135589.89362157,2346548.52007007,3033629.30340542,2526649.23086573,2400926.56366068
"61",2154870.69621568,2244302.23948301,2405228.10028015,2078246.70689057,1981191.6219885,2517535.32468719,2177141.08481837,2368438.30970439,1985116.31581173,2074205.82679285,2163934.35770022,2595371.88056398,2354743.57333976,2257877.02138434,2260083.95837069,2193943.59809343,2401506.81523869,2734580.05782114,2153411.54675682,3102243.6069336,2091474.23593975,2304056.1256797,2987495.38360047,2481743.75189706,2350428.15529667
"62",2130788.78182078,2218181.11028477,2379982.34829114,2052204.18921568,1955413.50398484,2490866.06207451,2151148.13745877,2341654.13434181,1960210.02337509,2049095.35617506,2138342.51865365,2568431.61036023,2330061.75036338,2232807.44348816,2233215.3576243,2170629.2881943,2377586.81075956,2710944.93099627,2132910.90345333,3084054.07068148,2065955.25962045,2278933.13652097,2966260.90831779,2458394.26379984,2323190.5040328
"63",2107419.60580962,2193440.0496129,2357160.71454224,2025620.76299437,1929845.18442093,2466038.00443288,2126525.28606318,2316582.38346618,1936766.14444022,2023535.20522244,2113224.13136306,2543559.33319031,2306214.63539079,2205423.41499901,2202062.59097922,2144819.69064546,2352702.87749273,2693542.16758947,2109394.36023073,3068562.3762551,2041177.7039525,2257114.84109974,2945159.34425086,2435318.15508436,2292465.03902157
"64",2072726.94986199,2157821.72197661,2323560.69130508,1992850.99626288,1898295.64156134,2432390.44471435,2094627.02006785,2283318.4212009,1906807.49032376,1989751.27982653,2081113.05064203,2509854.91220753,2269544.58224167,2166819.37989652,2165947.66235786,2108007.45212167,2316897.71365278,2660557.08502117,2072986.52892797,3041081.6978726,2006906.78540263,2221417.02846498,2914666.23702308,2401543.84642619,2255463.96866226
"65",2041086.53619967,2126835.07775877,2291432.09188652,1965062.00130144,1870712.57143895,2400362.33164399,2065300.58466494,2251833.64133679,1878865.49294025,1960663.71092749,2052533.86693772,2476993.24033782,2232712.23170662,2134130.44763249,2136326.70376674,2071865.28619593,2280273.8652918,2627236.95537009,2036988.54363247,3010741.82008637,1977526.69999935,2186825.6930799,2884628.85179458,2367183.34432016,2226189.25866988
"66",1972393.69863507,2054899.17009407,2223454.30312811,1895272.36337935,1804701.85953659,2327884.72918119,1997047.96178008,2179157.84271852,1815764.09950717,1890025.31690312,1984239.27155203,2402894.24340603,2161501.61930745,2055877.42275767,2058938.38498526,2000449.37685896,2211963.91780767,2557613.08544211,1969586.66889758,2942397.35618757,1907861.01368815,2114923.82488001,2810926.45579995,2299017.58777254,2147481.99982343
"67",1894144.98079701,1973233.22031855,2143002.3604705,1818176.08312344,1731681.53347429,2244391.94832319,1920080.67482661,2096397.01881809,1743089.53876125,1810699.0108494,1908638.69755828,2317505.64154904,2076264.49145756,1971528.43095144,1978985.59025887,1916421.83617334,2127974.70145622,2470249.0963435,1888749.11793523,2857185.15016182,1830410.05605975,2030686.53074026,2724983.96342209,2213680.43176784,2065446.71186352
"68",1838281.83953335,1914126.23907242,2085705.67717316,1761545.34129405,1678281.32994908,2184145.66163372,1862641.99887709,2035639.75063135,1690010.22487148,1752304.14527939,1854080.22553797,2255954.72246912,2015105.12451698,1909670.40756583,1919865.59110829,1856243.51104749,2068977.95438933,2407403.12811127,1831495.92941812,2799084.02797224,1773683.64151372,1968983.10797516,2664049.09573781,2154216.62591457,2005619.91946733
"69",1868590.40679641,1943481.47494643,2113937.45783657,1785757.8513422,1701636.58401526,2213287.63804813,1887998.46367269,2062869.42640714,1713875.69528405,1779305.85529584,1880384.13408722,2285616.67944043,2046740.51447733,1941742.02422508,1946507.5841484,1890134.58351723,2101208.69574559,2441036.48185306,1863664.74219329,2835676.90858743,1800484.42507185,1999839.37205095,2698820.47913179,2185499.67919031,2032265.68090459
"70",1853601.1553897,1926700.94651048,2095363.90348832,1771098.38410885,1685978.66089706,2194686.99733525,1870559.53616102,2043250.92260345,1697072.83289813,1765074.23224564,1865116.4209313,2266061.39057765,2029099.15404855,1929995.37290607,1935533.89592138,1875599.72532207,2084309.59588797,2418830.05497871,1851507.82904759,2821940.46293186,1785117.89147657,1980507.93952928,2683037.68126712,2168468.55800746,2019205.4107594
"71",1864374.22353522,1934986.77259306,2101924.40270013,1779008.56422373,1691355.36563276,2200040.07226405,1877303.83368887,2050195.72435261,1701747.21437997,1771743.68486464,1872831.06562224,2273062.21633353,2038385.16440582,1941053.33906557,1942010.46978367,1884237.84166598,2088682.56894736,2425653.35224379,1857220.11316914,2833630.1418054,1794859.10838941,1990846.64464603,2694709.88981064,2175559.03600203,2026746.75686258
"72",1891525.06196318,1960899.02335005,2128741.44970003,1799665.99351263,1710778.42677227,2227265.41024358,1899594.99371204,2074716.30994711,1722047.17048821,1795079.96967973,1895842.35234688,2300816.07801958,2068018.447393,1970093.62376099,1965242.60633054,1913547.07425297,2120641.98803629,2457686.39618976,1883937.82861576,2871759.3692783,1818703.97203335,2018820.7178155,2728698.72244101,2206080.15360709,2050055.8182633
"73",1845104.62790953,1913526.82699448,2078095.46481388,1752903.72957193,1665663.67558155,2176444.23169114,1851510.13881042,2026243.79175206,1676794.85412526,1749129.92239408,1849617.40588122,2249542.54641615,2016307.0580862,1922806.1525898,1919173.34669057,1865672.64685135,2069323.7143429,2404702.37870224,1835698.61084936,2817369.20791873,1770960.57088765,1970888.02232771,2675614.63549176,2153011.33610854,2002373.34924747
"74",1794856.76726719,1860039.7480604,2025612.64925921,1699560.53084669,1615997.52969952,2120474.17041559,1799033.51141859,1970818.77757374,1629064.03287952,1697022.82895873,1797315.00297732,2191850.66758319,1963603.38758533,1867474.25655888,1862430.80983458,1815113.26757077,2017784.68243599,2348612.9411378,1788593.61028944,2761602.28345298,1717377.54210126,1917505.76681358,2616243.29583874,2099770.31418852,1943851.46579223
"75",1788403.4154596,1852887.57587055,2014699.45186633,1691920.95795925,1606249.13435978,2109549.35597757,1788827.96926718,1961079.39131213,1617882.31793638,1689641.21688015,1787331.71530714,2181382.83209581,1957550.35248201,1871950.77309896,1860994.34356821,1818341.78255267,2009169.87501456,2335020.51036477,1790784.85894259,2753131.10443026,1709173.4450072,1910361.50239828,2609093.30799713,2089505.23097207,1940811.08340609
"76",1739900.76118641,1802847.14928354,1962675.97129883,1641055.62215967,1558405.55863726,2055035.79598156,1738827.241639,1909110.05989154,1572076.76245226,1640342.12671694,1735548.89620756,2126244.63971295,1907956.52535792,1818287.30991447,1804312.81377142,1770913.99173114,1958570.77301456,2281597.14643923,1745870.82113695,2694106.365906,1659066.49794125,1861194.42339358,2549364.92362493,2035785.75934286,1884087.30032161
"77",1717760.42558697,1779877.90550623,1936106.07369155,1618843.95230791,1537101.79354078,2028887.16566016,1713997.61128132,1883940.91912726,1549612.35249875,1618079.41706736,1711079.85940646,2098709.64701059,1880339.51121919,1796364.96496315,1784117.75263062,1746332.56539185,1930388.76600593,2249392.06481121,1720512.30899792,2663486.65099624,1634786.22076382,1835307.25889671,2521040.66114682,2005514.55894562,1864400.73440819
"78",1699402.63833153,1759132.86303748,1916467.65636488,1596757.63384477,1517788.3773218,2006854.79916129,1693561.77443026,1861586.17853812,1533063.55166113,1596600.40875048,1690506.52206298,2075361.01265362,1860727.63927575,1771438.05202341,1755672.74167933,1728177.10788445,1913208.60445082,2228113.95185468,1704412.56237959,2643813.67983113,1614993.21638607,1814463.04278604,2497037.3648879,1986454.82281804,1837129.24125682
"79",1668743.83599669,1726169.14387034,1884646.01367425,1563756.72056678,1486475.12101612,1972384.45369362,1659986.75848839,1827355.74785174,1502096.30134198,1562180.2207628,1657475.39059971,2039709.95044218,1828695.84167824,1736443.63485214,1719329.45751371,1696868.72898725,1882016.0647327,2192622.69557028,1675739.56341365,2611322.65729754,1581053.64348696,1781138.87282927,2461769.70863763,1954676.61909516,1802092.47848448
"80",1651094.3210695,1706967.75338233,1862978.69439822,1544166.53025931,1467422.11501319,1949986.10816473,1638141.03308349,1806058.95821593,1482368.96534994,1541043.01145711,1637174.5463485,2016404.28798322,1807426.3557386,1716675.20291086,1698697.08552127,1678458.79843018,1860638.9760874,2166206.66399756,1658168.78499363,2586964.44983505,1560004.02960594,1760434.15971077,2436017.20159562,1931379.83455161,1783226.23367283
"81",1657279.48246276,1712742.13900071,1866452.86293456,1550867.30192414,1470572.90156816,1954542.33803941,1640262.56384773,1808899.38918718,1480916.33287239,1548566.6722457,1641425.24518187,2020161.59067136,1814066.19411379,1731028.21590245,1709916.17706532,1688671.83325964,1866530.53536623,2163250.07677367,1665686.2307388,2594217.30721315,1565942.26500813,1763286.7197602,2442324.68855913,1936416.84334874,1793674.12859848
"82",1636532.15604973,1691483.95642947,1843178.04777884,1527325.43180579,1448506.10655473,1931388.94357557,1616673.96214682,1784228.13301827,1459611.5200196,1529692.74289786,1617966.37399258,1994979.44067971,1791303.1108827,1708714.47565389,1686672.43509745,1667846.64677045,1844367.9693823,2137445.08274489,1646634.18976466,2565723.72241309,1543711.02761371,1741118.26515839,2412878.49111947,1912061.30152692,1769043.82298886
"83",1637698.08973501,1684948.45632074,1840574.2812693,1521472.14698308,1442835.80541637,1929113.57616821,1610436.1065734,1776921.58931193,1453623.18407095,1522491.81610082,1612870.92635352,1991307.06382779,1787934.31610031,1702796.6698558,1679164.50293395,1666905.72207994,1846074.1134882,2131209.8382214,1646097.90333191,2563951.58020034,1537923.47540738,1736335.86009402,2408575.09220701,1910140.99713897,1763634.85639969
"84",1614557.15676368,1657844.45721477,1815609.96580493,1496356.80969468,1419539.88632325,1902148.74465377,1585299.21391291,1749007.60710111,1431240.66323683,1498396.94718654,1587475.68371299,1962787.04006655,1763177.54721045,1676813.02251982,1651558.24605226,1638404.63649807,1822106.6061147,2102609.75628459,1619368.29332029,2532115.52785048,1512877.25429632,1711215.61788104,2376157.66831896,1883981.7893974,1734389.33836732
"85",1587044.16941962,1623893.7004866,1786598.95049709,1466481.45220047,1391927.77403455,1870275.41339196,1555635.36269991,1716125.48814239,1404151.93998549,1467459.44202648,1557553.26255002,1929859.33369824,1732634.65109097,1643614.60544721,1617128.91160798,1608720.18225835,1790725.35095016,2069734.67634107,1592500.38763146,2498957.19270954,1481713.94882925,1681236.48440485,2340204.04582268,1851619.08209754,1699118.59843634
"86",1604229.86583559,1639161.9322046,1803600.61331179,1479302.81289929,1404337.59354753,1886982.14680783,1569932.95082629,1730886.13499068,1417823.79394426,1481140.00976644,1572240.11661408,1946318.13098209,1751875.52920589,1659159.9872985,1628611.32942521,1628669.44821802,1811431.36715117,2088336.8723098,1613650.78186064,2520596.72384,1496688.25073274,1698441.30976914,2358795.83779029,1872430.81523706,1711039.77886708
"87",1626718.36999563,1659832.45064621,1824760.00399116,1499666.98287442,1423620.09181291,1908027.01904307,1590296.75151653,1750855.96375233,1436882.98667148,1501066.44897131,1593071.3801325,1967418.69704401,1773328.65533847,1680058.33673406,1649126.29033203,1651772.07541525,1832295.97427375,2107675.7356793,1637623.4617617,2543244.23290462,1518302.9620065,1718642.91650324,2381122.80986975,1893099.66797348,1732751.98449599
"88",1598922.03617736,1628246.24098744,1794963.73770406,1471890.06738533,1397791.07439913,1876253.66063474,1561877.09417129,1719137.37395368,1411727.35010922,1471263.61697737,1564717.93865734,1935302.15062533,1743406.71320757,1646439.08939247,1616315.52490356,1621982.95304345,1802239.00959159,2073698.81439851,1611075.19284957,2508427.39032332,1489817.72025292,1687751.54966644,2346074.12351731,1862555.49391992,1700694.84384977
"89",1604479.78055293,1629171.09381386,1798367.594413,1473503.96383775,1397833.01529683,1877861.94050336,1564406.58074125,1721280.87330274,1410650.02189433,1468444.70040578,1568409.74881522,1938955.56605005,1748973.12198215,1649542.63364609,1613294.82940863,1630204.26895844,1807806.97680752,2075413.09072106,1620520.77736537,2512844.09821519,1492296.92279547,1692329.17087115,2351855.80433838,1868025.14411145,1699212.4753664
"90",1574101.73711664,1600943.50287874,1772857.11015032,1448038.47167878,1374307.40735873,1853119.85249207,1539690.20848114,1694653.12413675,1387930.26739049,1443066.36538117,1542717.91683087,1912873.39561521,1724044.94512075,1622574.26019396,1585166.47357831,1607089.51092619,1782920.32067635,2048318.56768296,1599301.6381973,2483011.33171193,1465279.99142176,1667877.56369568,2321558.43116538,1841698.88695468,1669804.32299233
"91",1603599.86570355,1630505.1665881,1803401.01996021,1474912.98757996,1399194.67582511,1884009.51100615,1567610.48237539,1723851.69933382,1413016.98630086,1470935.90208358,1571011.94575099,1943971.38713662,1756825.01519403,1655165.39398528,1614404.13128472,1640609.43145006,1816159.82828658,2079938.72024108,1632915.41014254,2520126.74627682,1493899.52979954,1698668.3911209,2356739.29450029,1875877.335793,1699624.7892205
"92",1611064.76528563,1638728.94160622,1798815.27580411,1482136.68501067,1402136.39270598,1887530.5578942,1573018.50353883,1728356.77344021,1412436.11563344,1479108.35332545,1576921.50594505,1943700.69474785,1760289.10142702,1666709.26337872,1624020.3520015,1650784.99045226,1814917.02195466,2070821.78841315,1641437.47691356,2503935.76633288,1503044.54647418,1704500.74570778,2347916.45623944,1871699.27834112,1708468.71673282
"93",1665597.03578728,1695157.58532155,1852301.63157779,1534985.53412592,1451637.10811938,1945590.57100011,1625710.0089247,1783813.9302904,1460473.60691501,1534064.3269893,1630349.41343726,2001016.59881293,1815195.42410975,1726752.32581094,1683440.94739846,1706644.09834241,1869160.16497528,2126023.65483181,1694885.67152932,2563200.50582734,1557298.46478641,1759742.99939541,2409707.47770831,1926075.01441377,1768643.90226248
"94",1695220.77513459,1725654.56719908,1880212.7027523,1563390.90624841,1477423.2869595,1975747.89351144,1653608.79208344,1812741.89250003,1485477.95284294,1563875.17968919,1658824.02061412,2030164.10277241,1845736.57535075,1761131.86555987,1714406.40235995,1738824.09310509,1899487.94701727,2153243.98080174,1725687.11553537,2592699.71413032,1587219.2786187,1789811.94811927,2440988.04704935,1957731.65738803,1800493.53441078
"95",1687597.58911204,1718247.66896455,1867760.25257887,1557982.86021993,1468640.81949821,1963457.85576076,1647456.87133618,1802342.09569046,1475839.17887144,1559669.79659787,1655356.9106057,2016425.89640308,1834114.57520612,1754631.38658233,1706898.48206086,1728369.90236718,1885473.72927182,2136730.76187523,1715285.84558234,2575817.16780439,1585060.55204599,1779878.9960808,2426380.09426617,1947420.22729564,1792211.11301228
"96",1730869.40320364,1761135.44166028,1912216.91353782,1596772.41959975,1505464.51161011,2008262.92476096,1688268.52299606,1845588.05223354,1513284.90274401,1598126.7664358,1696341.19846635,2062139.19370424,1880424.19012476,1797358.29003062,1745384.97518581,1774494.47110369,1932387.02733456,2185028.13977144,1761672.40012548,2629614.06161001,1625877.43501588,1824591.3999138,2477819.19278219,1994766.69103663,1833163.32825921
"97",1698343.19731985,1724947.7970764,1880200.2572552,1564098.87189425,1474458.79916153,1972039.87748185,1654904.59888038,1808165.24678537,1482689.35673736,1563849.25527354,1665249.29228537,2023648.26140179,1846784.03751314,1759551.57184958,1709175.5570707,1740137.51686852,1902110.13895345,2146176.00035686,1731297.29827531,2595007.80160013,1592739.35133724,1786080.13105721,2439541.14150245,1965416.85169036,1797294.22518068
"98",1713330.04012719,1740362.44875247,1894245.08503592,1582235.51959724,1491084.4802639,1990271.11176016,1671232.13935732,1822629.59172729,1497754.81565145,1581083.15073339,1683706.04528762,2038899.87528155,1857429.66114501,1775147.9918015,1729811.14645856,1750525.97086961,1917043.31511644,2155597.77131666,1741172.04545759,2610316.67907561,1609416.44987645,1796770.11097998,2457857.43952776,1980130.29419271,1818831.35502412
"99",1709714.26710553,1734742.93402652,1893299.89833266,1578396.74583867,1487772.85410285,1986630.3714222,1668990.39303065,1816697.1574234,1495982.18087902,1576038.99657069,1684822.58646755,2033225.22335441,1855337.36068497,1767764.79152969,1722367.28375895,1741680.07978728,1924020.10210705,2153920.85046118,1733024.76133671,2614549.43573842,1606217.68693516,1790798.28129147,2455438.89391365,1988056.75599504,1811275.60503066
"100",1659398.8450161,1682232.50807041,1843585.62387873,1528970.41385283,1441898.26332374,1932658.3658608,1619728.95001025,1762864.16673466,1451347.58608294,1524896.1631728,1636580.06754555,1977640.46814294,1801835.3472807,1709709.4824686,1667088.72370452,1687463.63903767,1872648.48088164,2099243.49965284,1682614.83047665,2560234.02269245,1555635.91323669,1736436.47577063,2397458.56274824,1937785.36273857,1755222.00599844
"101",1650047.24512175,1675336.61659301,1829027.36601103,1525317.68146022,1435482.56191675,1921612.92683491,1612432.34014485,1754746.89512313,1442411.59491589,1520928.6407545,1628888.55948594,1966736.35607567,1788797.07053423,1707721.42966521,1671073.81735097,1679272.03583296,1855408.67703224,2081743.904458,1671795.24983398,2537640.108639,1550581.11479576,1727870.76043102,2383271.50643428,1918666.71633762,1755449.68295618
"102",1653444.52697538,1678198.1895315,1831954.73111852,1524483.23132932,1434642.80982792,1925414.12702055,1611284.03541219,1756843.16178788,1440424.25704284,1518083.84099869,1628519.53913608,1966767.0062543,1790990.4512201,1710484.01282895,1674081.95357191,1682442.77641935,1858108.38932408,2077603.0882581,1676618.51568077,2534946.85664416,1546620.49169341,1728868.18094633,2380047.77244301,1921896.06856366,1759920.83156476
"103",1644805.65526297,1669840.55385162,1820747.08783626,1519060.18623763,1427843.23029228,1915849.7105288,1605273.62563147,1747734.43352388,1432234.5457329,1510589.69872317,1621678.81051497,1956676.67041685,1776350.86866539,1703787.71835844,1671195.56434899,1667540.59573646,1838984.14495837,2062124.37141709,1660464.78729427,2520576.19425761,1537610.4696671,1717866.28196707,2369197.90427805,1904740.5655795,1756312.0265656
"104",1682049.43327954,1707559.17974714,1857393.80279699,1555783.57548926,1461922.87798867,1955948.95958806,1641180.60165317,1784811.79987434,1464716.71327854,1548527.04425799,1658149.01651615,1995855.08687847,1813341.64748733,1745490.06486319,1713241.32780867,1704568.29108035,1875726.3029066,2098964.39386631,1695615.14634567,2561794.032912,1574152.30683918,1754396.14835512,2412269.23440776,1941743.87005007,1799326.88023798
"105",1642779.12209852,1664671.66016359,1820113.72272242,1515266.52307405,1424353.76721502,1913652.350758,1601572.78719376,1741509.22588116,1428649.38474554,1505646.07680347,1619665.58798841,1952420.49231923,1774661.65190992,1698807.63337408,1665053.66040996,1663500.93196527,1840096.26628523,2058141.62754744,1658407.47122077,2522791.33415911,1533839.83308724,1711763.89295829,2368461.52898759,1906864.27351414,1751964.79132091
"106",1611008.07499727,1633416.00817938,1792089.48584871,1486494.40082476,1397371.87998812,1885130.52645327,1572624.07091599,1710561.50841341,1401825.64386524,1477206.75811765,1591069.05197885,1923011.42282008,1743908.94496244,1666922.15583638,1634554.75491528,1632652.7313864,1809757.09799382,2028341.4151705,1629257.12588633,2493854.37356779,1503989.30737445,1680975.94411689,2337308.39213132,1876266.00742085,1720365.42807852
"107",1573616.43525259,1597606.52176027,1761205.7695809,1453861.92295696,1368043.84413957,1852418.02329252,1541145.94511302,1677152.61933387,1373671.15860851,1443298.30633485,1558594.44998979,1890975.32601174,1711867.77054651,1629663.3957631,1596802.83025744,1601209.66486807,1778405.12593537,1996580.68691921,1600113.61147248,2461425.54775586,1469476.741388,1649208.27562982,2302690.53786563,1843676.87815265,1682076.67315434
"108",1562772.78669404,1590227.56469068,1754641.66702781,1448690.58171442,1363381.69033224,1847876.37518428,1534282.69990407,1669888.72805408,1367771.03911078,1439000.1378373,1551017.92429248,1886185.74591577,1704722.58447286,1632640.94126051,1600533.51570203,1598715.32874362,1769362.9129387,1987318.99963047,1595399.64163636,2449063.47476837,1462630.74551194,1645472.03763088,2293546.66424689,1832723.11351026,1685473.90965129
"109",1517857.04117553,1545394.4037608,1713768.85506773,1403822.77195722,1322832.14705711,1802925.56195908,1491429.74389,1624037.55653501,1329962.02577002,1394704.47357768,1507835.71104691,1839934.18974306,1661821.78075369,1581592.74237467,1548490.06835939,1555861.64288783,1729424.60016908,1945778.57130155,1556212.00371175,2404273.56163478,1418802.65683291,1599461.02375796,2243580.09750723,1791764.21413982,1632390.15137144
"110",1492725.83034337,1521351.64911056,1692088.66655282,1380330.32285137,1301845.51475635,1778503.49041191,1468815.41409115,1600099.58021825,1310622.13983071,1371830.96793464,1484250.53850632,1815562.15313048,1639964.76254595,1554358.96471473,1521101.10791388,1535082.77768136,1707753.02951174,1923423.28142399,1536907.43386217,2379241.17117878,1395773.75579814,1574840.25913974,2215842.15287509,1769150.17994962,1604032.87163753
"111",1423056.98894982,1451718.63517456,1622651.29483809,1315965.81125648,1241566.14453001,1705570.24401442,1403079.75044424,1530198.38198347,1251096.23220411,1306454.42141625,1417450.41801477,1741730.75149939,1570041.45191826,1478519.19842886,1450128.43532894,1467075.37806754,1636495.91797123,1848717.55160884,1470207.69881471,2298334.99323311,1329962.38983703,1503062.27800299,2134896.27998715,1696638.23694246,1531046.20257671
