date,q,pr,pr_dist,temp
1890-01-01,49,0.1,25000,1.1
1890-01-02,50.6,0,25000,-2
1890-01-03,56.4,2.3,25000,-0.9
1890-01-04,50.6,2.8,25000,3.7
1890-01-05,55.9,3.4,25000,8.1
1890-01-06,88.5,3.6,25000,9.6
1890-01-07,117,0.1,25000,10.4
1890-01-08,107,1.6,25000,9
1890-01-09,90.6,4.5,25000,6.8
1890-01-10,84,0.2,25000,7.9
1890-01-11,90.6,0.7,25000,7.2
1890-01-12,92.7,0.1,25000,7.5
1890-01-13,79.6,0.3,25000,6.5
1890-01-14,69,0.4,25000,6
1890-01-15,65.1,0.2,25000,7.6
1890-01-16,61.4,0,25000,9.4
1890-01-17,57.5,2.4,25000,7.4
1890-01-18,54,5.9,25000,6.3
1890-01-19,61.1,2,25000,6.8
1890-01-20,86.1,0.3,25000,3.5
1890-01-21,95.3,3.5,25000,3
1890-01-22,79.6,5.6,25000,4.2
1890-01-23,97.7,1.8,25000,4.1
1890-01-24,121,2.5,25000,5
1890-01-25,129,4.1,25000,8.2
1890-01-26,90.6,5.5,25000,6.6
1890-01-27,121,7,25000,5.8
1890-01-28,123,6.7,25000,1.9
1890-01-29,173,0.4,25000,3.6
1890-01-30,205,0.6,25000,4.8
1890-01-31,183,0.1,25000,7.1
1890-02-01,160,0.2,25000,7.5
1890-02-02,164,0,25000,5.6
1890-02-03,123,0,25000,3.6
1890-02-04,131,0.2,25000,4
1890-02-05,97.6,0.4,25000,3.4
1890-02-06,90.4,0,25000,1.9
1890-02-07,81.5,0,25000,2.8
1890-02-08,81.5,0,25000,2.5
1890-02-09,79.4,0,25000,1.6
1890-02-10,73.1,0.1,25000,2.8
1890-02-11,73.1,0,25000,1.1
1890-02-12,57.3,0,25000,1.3
1890-02-13,61.2,0.4,25000,0.6
1890-02-14,63.1,7.5,25000,2.2
1890-02-15,63.1,10.2,25000,2.2
1890-02-16,137,0,25000,4.4
1890-02-17,164,0.2,25000,5.2
1890-02-18,131,0,25000,5.6
1890-02-19,112,1,25000,3.6
1890-02-20,79.4,0.7,25000,2.2
1890-02-21,77.6,0,25000,2.9
1890-02-22,77.6,0,25000,3.4
1890-02-23,73.1,0,25000,3.1
1890-02-24,68.9,0.1,25000,2.9
1890-02-25,67,0,25000,4.6
1890-02-26,59.1,0.2,25000,4.6
1890-02-27,68.9,0,25000,2.3
1890-02-28,59.1,0,25000,0.7
1890-03-01,59.3,2.6,25000,1.1
1890-03-02,57.5,0.4,25000,-1.4
1890-03-03,52.2,0,25000,-2
1890-03-04,47.5,0.7,25000,-1.5
1890-03-05,52.2,0.1,25000,3.6
1890-03-06,49,0,25000,7.5
1890-03-07,54,0.3,25000,8.2
1890-03-08,50.6,2.4,25000,7.3
1890-03-09,52.2,2,25000,3.5
1890-03-10,50.6,2.4,25000,5.6
1890-03-11,55.9,0.2,25000,10.8
1890-03-12,59.3,0,25000,9.7
1890-03-13,52.2,0,25000,7
1890-03-14,52.2,0,25000,7.7
1890-03-15,52.2,0.2,25000,7.6
1890-03-16,49,3.3,25000,9.5
1890-03-17,47.2,0,25000,6.6
1890-03-18,47.2,1.2,25000,5.2
1890-03-19,45.6,5.4,25000,4.7
1890-03-20,47.2,1,25000,5.2
1890-03-21,81.7,0.6,25000,6.6
1890-03-22,61.4,0.8,25000,6.8
1890-03-23,60.6,4.1,25000,7.3
1890-03-24,60.6,5.9,25000,5.1
1890-03-25,79.6,1.2,25000,7.9
1890-03-26,110,0.3,25000,9.2
1890-03-27,81.7,0.2,25000,10.4
1890-03-28,71.1,0,25000,12.2
1890-03-29,59.3,0.1,25000,8.5
1890-03-30,50.6,0,25000,6.5
1890-03-31,44.8,0,25000,5.8
1890-04-01,47.5,0,25000,4.7
1890-04-02,36.7,0,25000,4.9
1890-04-03,40.9,0,25000,6.2
1890-04-04,38,0,25000,6
1890-04-05,33.6,0,25000,6.7
1890-04-06,38,1.4,25000,9.8
1890-04-07,39.6,3,25000,8.5
1890-04-08,40.9,0.7,25000,6.8
1890-04-09,40.9,2.1,25000,6
1890-04-10,45.7,1,25000,4.3
1890-04-11,39.6,0.1,25000,4.4
1890-04-12,39.6,0.1,25000,3.5
1890-04-13,39.6,0,25000,4.3
1890-04-14,36.7,0.7,25000,7.9
1890-04-15,39.6,3.1,25000,8.6
1890-04-16,36.7,3.6,25000,8.2
1890-04-17,35.1,2.9,25000,7.2
1890-04-18,35.1,1.1,25000,5.8
1890-04-19,55.9,0,25000,5.2
1890-04-20,67,0,25000,7.9
1890-04-21,45.7,1.9,25000,8.6
1890-04-22,36.7,2.3,25000,11.3
1890-04-23,40.9,5.4,25000,9.6
1890-04-24,36.7,3.2,25000,8.6
1890-04-25,38,6.6,25000,7.2
1890-04-26,38,2.2,25000,6.5
1890-04-27,83.8,0,25000,7.3
1890-04-28,110,0.2,25000,8.3
1890-04-29,114,0,25000,8.7
1890-04-30,57.5,0,25000,10
1890-05-01,32.6,0,25000,11.4
1890-05-02,41.3,0,25000,10.7
1890-05-03,34,0,25000,11.7
1890-05-04,32.6,1.6,25000,11
1890-05-05,31.6,1.7,25000,11.2
1890-05-06,31.6,0.3,25000,10.5
1890-05-07,33.9,1.7,25000,10.9
1890-05-08,33.9,0.4,25000,10.5
1890-05-09,38.4,16.5,25000,9.6
1890-05-10,37.1,3.5,25000,11.2
1890-05-11,52.6,5.7,25000,11.2
1890-05-12,54.5,0,25000,11.8
1890-05-13,71.6,0.3,25000,12.3
1890-05-14,54.5,0.5,25000,10.7
1890-05-15,46,0.4,25000,10.6
1890-05-16,41.3,4.8,25000,12.1
1890-05-17,35.5,0.3,25000,12.4
1890-05-18,30.5,0.2,25000,11.7
1890-05-19,29.2,5.6,25000,12.5
1890-05-20,31.6,0.7,25000,12.4
1890-05-21,35.5,0,25000,13.4
1890-05-22,38.4,0,25000,14.2
1890-05-23,31.6,0,25000,14.8
1890-05-24,41.3,0,25000,16.2
1890-05-25,29.2,0,25000,15.7
1890-05-26,28.2,0,25000,10.6
1890-05-27,28.2,0,25000,9.3
1890-05-28,29.2,0,25000,10.6
1890-05-29,25.8,1.3,25000,11.2
1890-05-30,25.8,1.7,25000,12
1890-05-31,24.7,0,25000,9
1890-06-01,22.7,0.1,25000,10
1890-06-02,22.7,0,25000,13.3
1890-06-03,23.8,0.8,25000,12.4
1890-06-04,22.7,3.9,25000,13.6
1890-06-05,25.1,0.6,25000,13.9
1890-06-06,23.3,0.1,25000,11.9
1890-06-07,22.7,0,25000,10.9
1890-06-08,23.3,3.2,25000,9.5
1890-06-09,26.2,0,25000,14.6
1890-06-10,26.2,6.2,25000,14.4
1890-06-11,27.2,5.4,25000,13.3
1890-06-12,26.7,3.2,25000,12.9
1890-06-13,25.1,0.1,25000,13.1
1890-06-14,30.4,0,25000,13
1890-06-15,23.8,0,25000,14
1890-06-16,22.7,2.6,25000,15.8
1890-06-17,28.5,2.1,25000,13.7
1890-06-18,23.3,0.3,25000,13.7
1890-06-19,26.2,0,25000,14.7
1890-06-20,26.2,0,25000,14.5
1890-06-21,25.1,3.1,25000,13.8
1890-06-22,25.1,0.8,25000,13.8
1890-06-23,23.8,0.7,25000,16.2
1890-06-24,23.8,0.1,25000,16.9
1890-06-25,25.1,4.5,25000,15
1890-06-26,24.3,5.3,25000,15.7
1890-06-27,23.8,0.6,25000,13
1890-06-28,23.8,11.9,25000,12.4
1890-06-29,23.3,6.3,25000,11.9
1890-06-30,23.8,7.8,25000,12.7
1890-07-01,30.1,1.4,25000,12.7
1890-07-02,31.9,2.4,25000,13.9
1890-07-03,27.8,1.2,25000,13.1
1890-07-04,27.3,8.5,25000,12.4
1890-07-05,32.5,5.1,25000,12.6
1890-07-06,46.9,0.6,25000,11.9
1890-07-07,43.1,7.7,25000,12.6
1890-07-08,35.1,0.7,25000,13.8
1890-07-09,36,3.5,25000,12.9
1890-07-10,33.6,2.7,25000,12
1890-07-11,31.8,0.9,25000,12
1890-07-12,28,0.3,25000,11.2
1890-07-13,27.8,0.4,25000,15.8
1890-07-14,23.3,3.9,25000,15.6
1890-07-15,25.3,0.4,25000,16.1
1890-07-16,26,0.1,25000,15.4
1890-07-17,25.6,35.3,25000,15.3
1890-07-18,75.6,11.3,25000,14.3
1890-07-19,127,1.8,25000,14.1
1890-07-20,133,0.9,25000,13.2
1890-07-21,105,0.6,25000,15.7
1890-07-22,80.2,0,25000,17.6
1890-07-23,56.4,0,25000,17.4
1890-07-24,54.2,0,25000,16.6
1890-07-25,36.3,0.6,25000,14.9
1890-07-26,33,0.4,25000,16.5
1890-07-27,28.4,4,25000,16
1890-07-28,28.9,1.1,25000,15.5
1890-07-29,26.4,0.4,25000,14.5
1890-07-30,28.4,0.2,25000,15.8
1890-07-31,27.2,1.1,25000,18
1890-08-01,25,0.4,25000,16.4
1890-08-02,27.5,2.6,25000,14.8
1890-08-03,25.8,0,25000,14.9
1890-08-04,28.1,0,25000,16.8
1890-08-05,27.3,0,25000,17.7
1890-08-06,27,0.1,25000,17.1
1890-08-07,26.3,0,25000,16.8
1890-08-08,24.2,0.1,25000,15.1
1890-08-09,23.4,6.8,25000,15.3
1890-08-10,22,7.4,25000,17.2
1890-08-11,24.5,2.1,25000,17.2
1890-08-12,28.3,0.6,25000,16.3
1890-08-13,26.7,1.2,25000,13.6
1890-08-14,25.8,3.1,25000,14.2
1890-08-15,26,1.5,25000,15
1890-08-16,24.9,0.5,25000,13
1890-08-17,21.8,0.2,25000,14.6
1890-08-18,22.6,2.6,25000,15.3
1890-08-19,26.7,10.6,25000,13.3
1890-08-20,27.3,1.7,25000,14.1
1890-08-21,25,5,25000,14.4
1890-08-22,31.4,1.5,25000,13
1890-08-23,28,1.2,25000,13.4
1890-08-24,25.3,1.7,25000,11
1890-08-25,23.3,2.8,25000,11.3
1890-08-26,27.3,6.3,25000,11.7
1890-08-27,25.8,2.1,25000,11.2
1890-08-28,27,1.6,25000,12
1890-08-29,26.7,0.9,25000,11.3
1890-08-30,24.6,0.1,25000,9.6
1890-08-31,23.4,0,25000,9.5
1890-09-01,21.9,0,25000,9.9
1890-09-02,24,0.2,25000,14
1890-09-03,23.3,0,25000,15.4
1890-09-04,24.9,0,25000,16.3
1890-09-05,21.9,0.1,25000,17.3
1890-09-06,21.6,0.1,25000,16.4
1890-09-07,19.3,0,25000,16.2
1890-09-08,17.8,0,25000,15.2
1890-09-09,21.9,0,25000,14.9
1890-09-10,21.4,0,25000,14.9
1890-09-11,19.4,0,25000,14
1890-09-12,20.8,0,25000,13.5
1890-09-13,19.4,0,25000,13.7
1890-09-14,17.5,0,25000,14.3
1890-09-15,16.4,0,25000,14.9
1890-09-16,19.3,0,25000,14.5
1890-09-17,19.9,2.4,25000,15.5
1890-09-18,20.4,1.3,25000,16.1
1890-09-19,19.3,2.8,25000,14.6
1890-09-20,19.4,4.5,25000,14.9
1890-09-21,17.9,11.5,25000,14
1890-09-22,18.8,1.5,25000,14.1
1890-09-23,24.1,1,25000,12.7
1890-09-24,22.2,0.3,25000,13
1890-09-25,20.4,0,34000,13.6
1890-09-26,22.2,0,25000,13.9
1890-09-27,22.4,0,25000,17.8
1890-09-28,19,0,25000,14.3
1890-09-29,18.4,0,25000,13.3
1890-09-30,24.1,0.2,25000,14.5
1890-10-01,17,0.8,25000,13.3
1890-10-02,17,0,25000,9.3
1890-10-03,18.8,0,25000,12.3
1890-10-04,18.8,0.1,25000,13.3
1890-10-05,18.8,0.1,25000,13.8
1890-10-06,18.8,1,25000,14.3
1890-10-07,16.2,8.5,25000,13.8
1890-10-08,21.5,0,25000,10
1890-10-09,20.7,0.1,25000,8.8
1890-10-10,22.5,0,25000,10.1
1890-10-11,20.7,0.1,25000,11.5
1890-10-12,19.9,0.1,25000,10.5
1890-10-13,14.4,0.1,25000,8.8
1890-10-14,22.5,0.3,25000,10.3
1890-10-15,21.7,5.2,25000,9.4
1890-10-16,21.7,0.5,25000,8
1890-10-17,16.2,0,25000,8.7
1890-10-18,18.8,0,25000,8.7
1890-10-19,19.9,0,25000,6.7
1890-10-20,18.8,1,25000,6.3
1890-10-21,21.7,1,25000,8.4
1890-10-22,21.7,0.1,25000,7.7
1890-10-23,21.7,0.1,25000,9.2
1890-10-24,18,1.1,25000,10.9
1890-10-25,18.8,8.5,25000,9.3
1890-10-26,18.8,1.5,25000,5.1
1890-10-27,18.8,0,25000,2.6
1890-10-28,22.5,0.2,25000,2.4
1890-10-29,21.7,0.8,25000,8.2
1890-10-30,21.7,0.9,25000,10.6
1890-10-31,18.8,1.3,25000,10.1
1890-11-01,23.4,3.1,25000,8.2
1890-11-02,20.5,1.8,25000,8.5
1890-11-03,22.3,3.3,25000,5.7
1890-11-04,24.4,2.5,25000,7.4
1890-11-05,22.3,0,25000,6
1890-11-06,21.5,11.2,25000,5
1890-11-07,25.7,2.4,25000,6.5
1890-11-08,39.7,3.4,25000,6.6
1890-11-09,37,1.2,25000,5.1
1890-11-10,22.3,1.9,25000,3.9
1890-11-11,33.9,2.7,25000,5.4
1890-11-12,25.7,4.8,25000,6.2
1890-11-13,27.8,0.9,25000,5.9
1890-11-14,30.5,1.8,25000,7
1890-11-15,41.5,0.5,25000,8.1
1890-11-16,33.9,0.6,25000,6.5
1890-11-17,28.1,0.1,25000,7.5
1890-11-18,28.1,0.4,25000,9.6
1890-11-19,24.7,0,25000,11.4
1890-11-20,25.7,0.2,25000,11.2
1890-11-21,24.7,1.9,25000,8.9
1890-11-22,25.7,2.2,25000,8
1890-11-23,25.7,2.6,25000,11.1
1890-11-24,26.8,1.5,25000,7
1890-11-25,26.8,0.4,25000,2.1
1890-11-26,30.5,0.3,25000,-0.3
1890-11-27,23.4,1.6,25000,-2.7
1890-11-28,28.1,1.2,25000,-2.5
1890-11-29,25.7,0.4,25000,-1.8
1890-11-30,30.5,0,25000,-0.4
1890-12-01,23.5,0.6,25000,3.2
1890-12-02,26.9,0,25000,1.7
1890-12-03,23.5,0.5,25000,2.6
1890-12-04,25.8,1.1,25000,4.3
1890-12-05,23.5,0,25000,3.5
1890-12-06,26.9,0,25000,2
1890-12-07,26.9,0,25000,0.9
1890-12-08,23.5,0.1,25000,0.9
1890-12-09,25.8,0.1,25000,-1.2
1890-12-10,24.5,0,25000,-0.5
1890-12-11,23.5,0,25000,-0.2
1890-12-12,24.5,0,25000,-1.9
1890-12-13,22.4,0.1,25000,-2.7
1890-12-14,23.5,0.5,25000,-4.4
1890-12-15,22.7,0.9,25000,-2.2
1890-12-16,24.5,0.6,25000,-1.1
1890-12-17,24.5,0.9,25000,-1.1
1890-12-18,23.5,3.7,25000,-0.9
1890-12-19,23.5,4.4,25000,-2.3
1890-12-20,22.4,2.2,25000,-4
1890-12-21,23.5,0.8,25000,-3.6
1890-12-22,22.4,0.1,25000,-5.7
1890-12-23,22.4,0.2,25000,-2.3
1890-12-24,22.4,0,25000,0
1890-12-25,21.6,0.3,25000,-1.9
1890-12-26,21.6,0.1,25000,-0.7
1890-12-27,23.5,0.9,25000,-0.2
1890-12-28,21.6,0.3,25000,-0.7
1890-12-29,21.6,0,25000,-1.7
1890-12-30,28.2,0.2,25000,-2.9
1890-12-31,23.5,0.2,25000,-1.9
1891-01-01,26,0.5,23000,0.1
1891-01-02,24.7,0.1,23000,-0.5
1891-01-03,24.7,1.8,23000,0.3
1891-01-04,24.7,0.7,23000,1.9
1891-01-05,24.7,0.1,23000,-0.4
1891-01-06,29.5,0.3,23000,-2.2
1891-01-07,25,0.5,23000,-3.5
1891-01-08,27.1,0.1,23000,-3.4
1891-01-09,22.6,0,23000,-2.4
1891-01-10,22.6,0,23000,-0.8
1891-01-11,21.8,0,23000,-3.5
1891-01-12,23.7,0.1,23000,0.1
1891-01-13,26,0.1,23000,2.6
1891-01-14,31.8,0,23000,2.7
1891-01-15,27.1,1,23000,0.9
1891-01-16,27.1,0.3,23000,-0.3
1891-01-17,31.8,0.1,23000,-3
1891-01-18,27.1,0,23000,-6.2
1891-01-19,31.8,0.8,23000,-5.1
1891-01-20,24.7,6.2,23000,1.1
1891-01-21,26,0.1,23000,3.2
1891-01-22,41.8,1.3,23000,2.5
1891-01-23,55,6.9,23000,4.7
1891-01-24,60,7.5,23000,5.9
1891-01-25,108,0.8,23000,4.9
1891-01-26,133,0.4,23000,6
1891-01-27,100,1.6,23000,6.6
1891-01-28,118,3.4,23000,6.9
1891-01-29,118,8.6,23000,7.8
1891-01-30,98.4,6.5,23000,6.2
1891-01-31,124,5.3,23000,7.3
1891-02-01,171,0.9,23000,4.1
1891-02-02,169,0,23000,3.6
1891-02-03,139,0,23000,6.8
1891-02-04,118,0,23000,5.2
1891-02-05,92.4,0.1,23000,3.8
1891-02-06,84.4,0,23000,4.4
1891-02-07,63.9,0.1,23000,4.9
1891-02-08,69.1,0,23000,4.5
1891-02-09,62.2,0,23000,3.8
1891-02-10,59.2,0,23000,3.9
1891-02-11,42.6,0,23000,5.2
1891-02-12,58.1,0,23000,4
1891-02-13,49,0,23000,3
1891-02-14,47,0,23000,3.9
1891-02-15,44,0,23000,5.4
1891-02-16,44.9,0,23000,4.3
1891-02-17,42.4,0,23000,3.5
1891-02-18,42.2,0,23000,3.3
1891-02-19,41.9,0,23000,1.4
1891-02-20,38.5,0,23000,0.2
1891-02-21,40.8,0,23000,-0.2
1891-02-22,39.8,0,23000,4.1
1891-02-23,39.3,0,23000,4.1
1891-02-24,41.3,0.2,23000,3.4
1891-02-25,37.5,0,23000,3.7
1891-02-26,38.5,0,23000,3.4
1891-02-27,38.2,0,23000,5.2
1891-02-28,31.2,0,23000,6.2
1891-03-01,29.3,0,23000,8.6
1891-03-02,31.7,0.1,23000,8.9
1891-03-03,30.6,0,23000,4.4
1891-03-04,30.6,0,23000,6.5
1891-03-05,29.3,0,23000,9.3
1891-03-06,28.3,0.3,23000,7.6
1891-03-07,26.9,9.5,23000,5.9
1891-03-08,31.7,2.8,23000,2.4
1891-03-09,38.5,6.7,23000,-0.2
1891-03-10,40.1,4.2,23000,-1
1891-03-11,40.1,2.1,23000,0.1
1891-03-12,47.7,0.3,23000,-1.9
1891-03-13,47.7,0.5,23000,0.8
1891-03-14,65.6,1.2,23000,1.6
1891-03-15,71.4,7.5,23000,0.6
1891-03-16,78.2,0.9,23000,3.9
1891-03-17,78.2,3.7,23000,4
1891-03-18,121,0.1,23000,5.5
1891-03-19,111,0,23000,3.3
1891-03-20,100,0.5,23000,2.4
1891-03-21,80.1,0.3,23000,2.8
1891-03-22,59.8,0.2,23000,2.1
1891-03-23,61.9,0.2,23000,2.5
1891-03-24,61.9,0.8,23000,5.5
1891-03-25,44.8,2,23000,7.7
1891-03-26,44.8,0.8,23000,4.3
1891-03-27,46.1,0.6,23000,3.6
1891-03-28,46.1,0.2,23000,5.2
1891-03-29,43,0.7,23000,6.2
1891-03-30,34,0.2,23000,2.8
1891-03-31,32.7,0,23000,2.2
1891-04-01,41.4,0,23000,3
1891-04-02,40,0.7,23000,3.7
1891-04-03,38.7,2.1,23000,5.2
1891-04-04,32.7,10.8,23000,7.3
1891-04-05,44.8,1.6,23000,7.5
1891-04-06,54.8,2.1,23000,7.4
1891-04-07,52.7,0.3,23000,4.6
1891-04-08,59.8,1.9,23000,3.2
1891-04-09,46.1,0.7,23000,4.5
1891-04-10,46.1,0.1,23000,6.6
1891-04-11,46.1,0.1,23000,5.4
1891-04-12,44.8,1.2,23000,4.3
1891-04-13,38.5,0.2,23000,4.2
1891-04-14,40,0,23000,5.6
1891-04-15,40,1,23000,7.8
1891-04-16,35.6,0.5,23000,8.4
1891-04-17,35.6,0,23000,7.1
1891-04-18,34,0,23000,5.9
1891-04-19,34,0,23000,6
1891-04-20,29.3,0.1,23000,5.5
1891-04-21,29.3,0.7,23000,6.8
1891-04-22,29.3,0,23000,6.1
1891-04-23,25.8,0,23000,7.6
1891-04-24,25.8,0,23000,5.7
1891-04-25,26.9,0,23000,6.5
1891-04-26,23.5,0,23000,5.1
1891-04-27,24.8,0,23000,7.7
1891-04-28,24.8,0,23000,8.4
1891-04-29,24.8,0.4,23000,7.8
1891-04-30,24.8,1.1,23000,11.1
1891-05-01,26,5.2,23000,11.4
1891-05-02,26,7.5,23000,8.9
1891-05-03,27,0,23000,7.4
1891-05-04,30.7,0,23000,9.9
1891-05-05,30.7,0,23000,9.9
1891-05-06,28.4,0,23000,9.9
1891-05-07,26,1.8,23000,10.7
1891-05-08,27,1.2,23000,10.5
1891-05-09,23.6,0.8,23000,8.6
1891-05-10,26,1.1,23000,11.5
1891-05-11,23.6,0,23000,14.1
1891-05-12,26,0,23000,14.9
1891-05-13,26,0,23000,15.6
1891-05-14,24.9,0,23000,12.8
1891-05-15,26,3.3,23000,8.6
1891-05-16,27,1.1,23000,5.6
1891-05-17,20.7,12.8,23000,4.6
1891-05-18,21.8,3.9,23000,5.1
1891-05-19,28.4,1.3,23000,5.9
1891-05-20,34.1,4.6,23000,7.4
1891-05-21,31.8,4.4,23000,7.3
1891-05-22,38.6,1.7,23000,8.2
1891-05-23,34.1,2.1,23000,9
1891-05-24,29.4,9.2,23000,7.8
1891-05-25,46.3,1.6,23000,8.1
1891-05-26,34.1,2.7,23000,7.8
1891-05-27,37.3,4.4,23000,9
1891-05-28,30.7,0.9,23000,9.2
1891-05-29,44.9,1.8,23000,10.5
1891-05-30,41.8,0.1,23000,12.1
1891-05-31,47.8,0,23000,12.3
1891-06-01,37.7,3.2,23000,15.6
1891-06-02,37.7,0.9,23000,15
1891-06-03,28.7,3.6,23000,14.9
1891-06-04,21.1,5.3,23000,14.5
1891-06-05,30,0.1,23000,13.8
1891-06-06,30,0.2,23000,12
1891-06-07,39,0.4,23000,9
1891-06-08,33.2,0.3,23000,11.9
1891-06-09,28.7,0,23000,12.2
1891-06-10,28.7,0,23000,11.9
1891-06-11,19.3,0,23000,10.5
1891-06-12,20.3,0,23000,11.4
1891-06-13,26.4,0,23000,13.3
1891-06-14,24,0,23000,14.2
1891-06-15,23.5,2.3,23000,13.7
1891-06-16,23.5,0,23000,14
1891-06-17,24,0,23000,14.4
1891-06-18,24,0,23000,16.2
1891-06-19,19.5,0,23000,16.6
1891-06-20,21.1,0,23000,17.5
1891-06-21,21.1,0,23000,15
1891-06-22,20.6,5.6,23000,17
1891-06-23,19.3,3.2,23000,16.8
1891-06-24,22.2,8.5,23000,17.7
1891-06-25,22.2,5.9,23000,18.6
1891-06-26,23.2,0.6,23000,17.9
1891-06-27,23.2,0.3,23000,15.8
1891-06-28,22.2,0.2,23000,16.6
1891-06-29,23.2,0.3,23000,17
1891-06-30,21.1,1.5,23000,16.3
1891-07-01,20.3,5.4,23000,16
1891-07-02,17.8,2.3,23000,14.5
1891-07-03,18.2,1.9,23000,14.2
1891-07-04,16.6,1.6,23000,14.9
1891-07-05,15.7,7,23000,12.7
1891-07-06,16.7,3.7,23000,15.8
1891-07-07,20.9,9.3,23000,13.2
1891-07-08,23.5,3.7,23000,14.9
1891-07-09,23.5,0,23000,14.5
1891-07-10,24.3,0,23000,15
1891-07-11,20.9,0,23000,13.9
1891-07-12,18.9,0,23000,15.3
1891-07-13,19.1,0.1,23000,16.5
1891-07-14,20.9,0.1,23000,15.4
1891-07-15,19.1,0.3,23000,16.7
1891-07-16,16.6,0.3,23000,17.4
1891-07-17,15.9,0.5,23000,17.8
1891-07-18,15.7,0.3,23000,17.2
1891-07-19,15,4.1,23000,15.4
1891-07-20,14.7,1,23000,15.3
1891-07-21,16.1,1.2,23000,17.6
1891-07-22,16.6,4.8,23000,15.6
1891-07-23,15.9,1.1,23000,15.8
1891-07-24,16.1,0,23000,14.9
1891-07-25,15.6,0.1,23000,15.4
1891-07-26,15,5.2,23000,15.5
1891-07-27,14.6,5.7,23000,15.7
1891-07-28,18.6,0.5,23000,12
1891-07-29,18.2,7.4,23000,12.1
1891-07-30,18.7,4.9,23000,12.9
1891-07-31,19.6,0.9,23000,13.9
1891-08-01,18.7,0.1,23000,12.4
1891-08-02,19.1,4,23000,15.4
1891-08-03,18.5,5,23000,13.6
1891-08-04,22.7,3.3,23000,12.4
1891-08-05,22.4,0.1,23000,12.8
1891-08-06,18.7,0.1,23000,13.8
1891-08-07,20,0,23000,13.9
1891-08-08,18.3,3.7,23000,16.1
1891-08-09,17.3,4.5,23000,14.5
1891-08-10,15,4.6,23000,15.6
1891-08-11,19.6,1.5,23000,13.3
1891-08-12,16.5,0.3,23000,16.2
1891-08-13,18.4,0,23000,15.6
1891-08-14,16.8,0.2,23000,17.7
1891-08-15,16.8,0.3,23000,17
1891-08-16,15.3,0,23000,14.2
1891-08-17,13.5,6.8,23000,12.9
1891-08-18,16.5,4.1,23000,15.8
1891-08-19,16.8,2.5,23000,14.9
1891-08-20,16.5,27.4,23000,13.6
1891-08-21,21.7,8.5,23000,13.7
1891-08-22,45.3,2.4,23000,12.2
1891-08-23,51.4,2,23000,12.9
1891-08-24,29,2,23000,13.1
1891-08-25,34.2,4.9,23000,13.9
1891-08-26,31.7,10.4,23000,15.6
1891-08-27,28.1,21.2,23000,13.8
1891-08-28,52.2,5.1,23000,13.4
1891-08-29,68.2,1.8,23000,12.3
1891-08-30,66.9,3.5,23000,11.5
1891-08-31,57.9,8.5,23000,13.1
1891-09-01,57,1,23000,15.5
1891-09-02,66.7,1.1,23000,14
1891-09-03,60,1.6,23000,11.8
1891-09-04,55.4,1.3,23000,13.6
1891-09-05,48.9,0,23000,14.8
1891-09-06,44.1,2.2,23000,13.1
1891-09-07,42.8,0.3,23000,12.1
1891-09-08,34.5,0,23000,16.4
1891-09-09,28.3,0,23000,17
1891-09-10,33.4,0,23000,17.8
1891-09-11,29.6,0,23000,17.8
1891-09-12,29.6,1,23000,17.7
1891-09-13,26,1.4,23000,18.2
1891-09-14,27.9,3,23000,15.6
1891-09-15,27.5,0.2,23000,12.6
1891-09-16,27.2,0,23000,12.3
1891-09-17,26.7,2.1,23000,14.2
1891-09-18,27.6,2.6,23000,17
1891-09-19,30.6,3.8,23000,15.4
1891-09-20,30.3,1.7,23000,13.2
1891-09-21,30.3,7,23000,10.2
1891-09-22,34.3,3.2,23000,11.9
1891-09-23,28.8,0.1,23000,12
1891-09-24,29,1.4,23000,11.5
1891-09-25,31.1,0.3,23000,13.9
1891-09-26,31.6,1.3,23000,13.5
1891-09-27,28.8,0.1,23000,12.7
1891-09-28,29.6,0,23000,13.7
1891-09-29,27.8,1.5,23000,13.9
1891-09-30,27.2,1.2,23000,12.7
1891-10-01,20.3,10.2,23000,12.2
1891-10-02,23.7,0,23000,10
1891-10-03,24.8,0.1,23000,10
1891-10-04,24.8,0.1,23000,11
1891-10-05,24.8,4.2,23000,9.7
1891-10-06,26.1,26.1,23000,12.3
1891-10-07,41.9,7.1,23000,11.1
1891-10-08,124,2.3,23000,11.3
1891-10-09,138,1.9,23000,13.4
1891-10-10,118,11.5,23000,11.5
1891-10-11,106,5.4,23000,11.8
1891-10-12,129,2.6,23000,9.5
1891-10-13,144,10,23000,9.5
1891-10-14,164,6.9,23000,10.6
1891-10-15,181,9.3,23000,9.4
1891-10-16,205,7.5,23000,8.8
1891-10-17,205,1.9,23000,8.6
1891-10-18,205,7.5,23000,9
1891-10-19,194,8,23000,9.4
1891-10-20,209,3.7,23000,9.4
1891-10-21,231,15.9,23000,10.2
1891-10-22,246,20.4,23000,9.4
1891-10-23,298,1.6,23000,8.8
1891-10-24,338,0.1,23000,7.6
1891-10-25,339,2,23000,5.7
1891-10-26,319,5.2,23000,8.8
1891-10-27,309,0.4,23000,9.7
1891-10-28,319,0,23000,7.7
1891-10-29,315,0,23000,5.6
1891-10-30,286,0,23000,5
1891-10-31,242,0.2,23000,4.1
1891-11-01,201,0.2,23000,7.6
1891-11-02,158,0,23000,9.3
1891-11-03,126,0,23000,7.3
