date,q,pr,pr_dist,temp
1942-05-05,55.7,0,15000,11.3
1942-05-06,59.9,0,15000,12.6
1942-05-07,47.1,0,15000,13.1
1942-05-08,33.3,0,15000,8.5
1942-05-09,45.3,0,15000,7.7
1942-05-10,44.3,14.4,15000,8.7
1942-05-11,53.6,0,15000,8.6
1942-05-12,50.6,4.6,15000,7.8
1942-05-13,65.9,0.2,15000,10.1
1942-05-14,63.6,0,15000,10.7
1942-05-15,57.4,4.5,15000,11.5
1942-05-16,51,0,15000,14.2
1942-05-17,51.7,2.5,15000,13.2
1942-05-18,59.6,4,15000,14.4
1942-05-19,45.3,0,15000,13.7
1942-05-20,44.1,2.7,15000,13.8
1942-05-21,43.9,1.7,15000,12.8
1942-05-22,41.3,3.8,15000,12.8
1942-05-23,44.6,13.1,15000,10.7
1942-05-24,53.2,2.3,15000,10.8
1942-05-25,69,11,15000,10.7
1942-05-26,70.5,13.5,15000,9.3
1942-05-27,98.1,3.1,15000,11.7
1942-05-28,111,1.7,15000,12.8
1942-05-29,81.8,4.2,15000,12.2
1942-05-30,46,1.1,15000,11.9
1942-05-31,63.3,0.3,15000,11.1
1942-06-01,55.2,0,15000,10.5
1942-06-02,60.1,0,15000,15.6
1942-06-03,40.7,0,15000,16.8
1942-06-04,40.3,0,15000,19.1
1942-06-05,31.1,0,15000,20.6
1942-06-06,39.3,0,15000,21.1
1942-06-07,35.5,0,15000,12.8
1942-06-08,31,0,15000,11
1942-06-09,33.3,0,15000,10.1
1942-06-10,30.1,0,15000,11.4
1942-06-11,30.3,1.4,15000,10.6
1942-06-12,35.9,3.9,15000,10.5
1942-06-13,38,0.6,15000,11
1942-06-14,32.8,0.5,15000,9.9
1942-06-15,34.3,0.2,15000,10.1
1942-06-16,36.9,0,15000,11.7
1942-06-17,36.2,0,15000,11.9
1942-06-18,36.3,0.1,15000,13.4
1942-06-19,31.1,0,15000,14.4
1942-06-20,31.8,0,15000,15.8
1942-06-21,24.8,0,15000,18
1942-06-22,29.5,0,15000,19.2
1942-06-23,30.5,0,15000,17.7
1942-06-24,32.8,0,15000,15.7
1942-06-25,28.3,0,15000,14.2
1942-06-26,24,0,15000,13.2
1942-06-27,26.5,0,15000,13.5
1942-06-28,25.7,0,15000,16.1
1942-06-29,23.5,0,15000,17.8
1942-06-30,32.2,2.8,15000,18.3
1942-07-01,32.6,0.1,15000,17.7
1942-07-02,28.8,0.4,15000,17.6
1942-07-03,24.2,1.7,15000,16.4
1942-07-04,22.3,2.1,15000,17.1
1942-07-05,22.2,0,15000,17.5
1942-07-06,26.9,2.3,15000,15.5
1942-07-07,27.7,4.8,15000,16.1
1942-07-08,22.8,0.5,15000,14.5
1942-07-09,28,3.3,15000,16.1
1942-07-10,28.1,5.9,15000,13.9
1942-07-11,29.1,0.7,15000,13.7
1942-07-12,26.5,0,15000,13.7
1942-07-13,30.1,2.8,15000,13.8
1942-07-14,29.4,0.1,15000,15.5
1942-07-15,27.7,0.7,15000,14.1
1942-07-16,25.2,0.9,15000,15.6
1942-07-17,27.4,5.6,15000,13.5
1942-07-18,27.8,2.4,15000,13.1
1942-07-19,25.5,0.2,15000,14.9
1942-07-20,25.4,0,15000,16.5
1942-07-21,28.5,0.2,15000,18.4
1942-07-22,26,0.6,15000,16.4
1942-07-23,23.9,0.1,15000,16.1
1942-07-24,25.7,0.3,15000,16.5
1942-07-25,23.8,0,15000,15.5
1942-07-26,21.8,15.7,15000,14.2
1942-07-27,23.4,0.8,15000,14.9
1942-07-28,28.2,0,15000,14
1942-07-29,27.9,0,15000,16.5
1942-07-30,27.3,0,15000,14.8
1942-07-31,22.8,0.1,15000,16
1942-08-01,21,2.9,15000,17.8
1942-08-02,23,3,15000,16.5
1942-08-03,24.2,2.8,15000,15.2
1942-08-04,21.3,0,15000,13.1
1942-08-05,24.6,0,15000,12.6
1942-08-06,24.4,0.3,15000,14.6
1942-08-07,21.3,2.7,15000,16
1942-08-08,20.7,5.1,15000,17.2
1942-08-09,24.3,1.6,15000,16.4
1942-08-10,24.3,1.6,15000,15.9
1942-08-11,26.7,2.5,15000,16
1942-08-12,29.4,0.2,15000,15.2
1942-08-13,22.6,0.1,15000,15.2
1942-08-14,21.5,0.5,15000,17.5
1942-08-15,22.4,5.2,15000,17.3
1942-08-16,24.9,0.1,15000,17.4
1942-08-17,25.4,0,15000,15.4
1942-08-18,23.6,0,15000,16.2
1942-08-19,21.5,4.8,15000,17
1942-08-20,20.3,0.9,15000,15
1942-08-21,22.3,2.2,15000,14.7
1942-08-22,23.1,4.3,15000,16.1
1942-08-23,21.2,0.1,15000,15.7
1942-08-24,19.4,1,15000,16.2
1942-08-25,26.5,14.3,15000,16.4
1942-08-26,28.4,0.7,15000,18.9
1942-08-27,28,0,15000,21
1942-08-28,23.7,0,15000,23
1942-08-29,23,22.3,15000,20.9
1942-08-30,23.2,3.7,15000,17.1
1942-08-31,24.5,1.3,15000,17.4
1942-09-01,34.3,2,15000,17.1
1942-09-02,39.3,1,15000,16.1
1942-09-03,35.6,4.3,15000,16.7
1942-09-04,30.8,0,15000,14.2
1942-09-05,27.9,1.3,15000,15.3
1942-09-06,21.4,0,15000,13.8
1942-09-07,19,0,15000,13
1942-09-08,27.8,0.2,15000,15.6
1942-09-09,21.5,0,15000,15.3
1942-09-10,22.8,0,15000,14.8
1942-09-11,22.3,0,15000,13.7
1942-09-12,17.4,0,15000,14.9
1942-09-13,22.6,0.7,15000,14.8
1942-09-14,18.6,0.2,15000,14.9
1942-09-15,21.4,0.1,15000,14.1
1942-09-16,20.8,0,15000,13.1
1942-09-17,20.3,0,15000,14.5
1942-09-18,20.5,0,15000,14.8
1942-09-19,19.2,2.3,15000,15.5
1942-09-20,20.6,5.2,15000,15.8
1942-09-21,22.7,4.5,15000,14.1
1942-09-22,24.7,0.4,15000,13.3
1942-09-23,25.5,3.3,15000,13.1
1942-09-24,20,1.5,15000,11.5
1942-09-25,24.5,0.4,15000,9.3
1942-09-26,25.5,0,15000,8.7
1942-09-27,22.9,0,15000,9
1942-09-28,18.8,3.6,15000,9.4
1942-09-29,24.8,6,15000,10.5
1942-09-30,25.3,0.9,15000,11.1
1942-10-01,25,0,15000,13.5
1942-10-02,23.5,0,15000,12.1
1942-10-03,22.3,0,15000,11.6
1942-10-04,20.1,0.1,15000,12.5
1942-10-05,20.8,6.4,15000,14
1942-10-06,26.3,0.6,15000,10.1
1942-10-07,25.9,5.6,15000,11.5
1942-10-08,26.6,1,15000,11.7
1942-10-09,28.8,0.2,15000,9.9
1942-10-10,25.7,0,15000,12.5
1942-10-11,23.8,0,15000,9.8
1942-10-12,24.8,0.7,15000,7.9
1942-10-13,23.1,0,15000,9.7
1942-10-14,21.2,1.8,15000,11.1
1942-10-15,22.3,0,15000,11.6
1942-10-16,22.4,0,15000,11.9
1942-10-17,15.4,0.1,15000,12.4
1942-10-18,20.9,0.2,15000,13.5
1942-10-19,20.2,0,15000,14.8
1942-10-20,25.6,12.7,15000,10.7
1942-10-21,28.3,1.8,15000,10.8
1942-10-22,29.1,0.6,15000,12.3
1942-10-23,28.6,7.6,15000,13.8
1942-10-24,25.9,0.7,15000,9.8
1942-10-25,33.7,11.7,15000,6.7
1942-10-26,50.9,17.3,15000,6.1
1942-10-27,72.2,0.5,15000,6.9
1942-10-28,78.3,0.4,15000,4.3
1942-10-29,56.1,12.5,15000,5.3
1942-10-30,62.5,0.9,15000,6.8
1942-10-31,35.4,6.8,15000,6.9
1942-11-01,70.4,11.4,15000,4.5
1942-11-02,101,1.2,15000,4.7
1942-11-03,126,0.1,15000,4.9
1942-11-04,122,1.7,15000,2.5
1942-11-05,110,21,15000,3.8
1942-11-06,115,4.3,15000,7.3
1942-11-07,171,0.8,15000,7.7
1942-11-08,187,0.1,15000,7.5
1942-11-09,170,0,15000,6.4
1942-11-10,113,0,15000,7.7
1942-11-11,69.7,0.1,15000,6.1
1942-11-12,76.6,2.7,15000,4.4
1942-11-13,66.4,0,15000,4.8
1942-11-14,65.2,0,15000,4.3
1942-11-15,68.8,0,15000,5.4
1942-11-16,74.4,0,15000,5.4
1942-11-17,65.2,0,15000,3.6
1942-11-18,46.6,0.1,15000,4
1942-11-19,58.9,0,15000,5
1942-11-20,52.9,0.3,15000,7.3
1942-11-21,52.1,0,15000,4.6
1942-11-22,51,0,15000,0.4
1942-11-23,50.1,0,15000,1.8
1942-11-24,49.1,0.4,15000,2.6
1942-11-25,46.5,0.4,15000,5.8
1942-11-26,48,0.9,15000,5.6
1942-11-27,46.9,0.5,15000,5.6
1942-11-28,42.5,0.1,15000,4.8
1942-11-29,47.9,0.5,15000,4.9
1942-11-30,53.2,0.2,15000,4.1
1942-12-01,49.4,5.2,15000,5.1
1942-12-02,47.5,0.1,15000,1.1
1942-12-03,43.5,0.9,15000,0.9
1942-12-04,45.9,9.8,15000,4.4
1942-12-05,51,2.5,15000,5.4
1942-12-06,76.9,0.1,15000,7.7
1942-12-07,104,0.8,15000,9.2
1942-12-08,92.9,0.2,15000,10.5
1942-12-09,53.4,0.7,15000,10.1
1942-12-10,64.4,3.7,15000,10.6
1942-12-11,59,5,15000,9.5
1942-12-12,59.2,2.1,15000,8.1
1942-12-13,69.5,7.6,15000,9
1942-12-14,120,4.7,15000,9.4
1942-12-15,150,2.4,15000,8.7
1942-12-16,160,7,15000,8.9
1942-12-17,167,7.3,15000,9.3
1942-12-18,170,2.4,15000,6.3
1942-12-19,173,4.4,15000,6.1
1942-12-20,187,2.8,15000,7.2
1942-12-21,161,9.7,15000,8.9
1942-12-22,153,0.1,15000,9.6
1942-12-23,184,0,15000,5.5
1942-12-24,186,0,15000,6.1
1942-12-25,162,0,15000,5.1
1942-12-26,130,0,15000,4
1942-12-27,106,0,15000,4.7
1942-12-28,110,2.4,15000,6.9
1942-12-29,101,0.3,15000,2.9
1942-12-30,101,5.1,15000,2.6
1942-12-31,98.9,2.5,15000,3.7
1943-01-01,107,2.7,15000,7.6
1943-01-02,116,0.8,15000,3.2
1943-01-03,131,0,15000,1.9
1943-01-04,118,2.5,15000,-0.9
1943-01-05,93.5,8.8,15000,0.1
1943-01-06,99.3,6.7,15000,1.6
1943-01-07,169,0.2,15000,1.5
1943-01-08,228,0,15000,0
1943-01-09,180,6,15000,-0.3
1943-01-10,165,7.6,15000,2.6
1943-01-11,189,4.8,15000,5.1
1943-01-12,222,6.7,15000,6.6
1943-01-13,245,8.4,15000,6.4
1943-01-14,276,0.3,15000,4.5
1943-01-15,311,1,15000,4.8
1943-01-16,293,0.4,15000,5.4
1943-01-17,241,0.2,15000,5.9
1943-01-18,172,0.9,15000,4
1943-01-19,166,0.4,15000,5.6
1943-01-20,142,6.2,15000,8.2
1943-01-21,164,4.5,15000,8.7
1943-01-22,165,2.4,15000,8
1943-01-23,169,0,15000,6.6
1943-01-24,193,0.1,15000,3.3
1943-01-25,165,4.6,15000,3.6
1943-01-26,127,0,15000,7.2
1943-01-27,150,0.2,15000,8.1
1943-01-28,153,6.8,15000,9.3
1943-01-29,141,5.9,15000,8.5
1943-01-30,184,12.6,15000,8
1943-01-31,248,20.2,15000,6.8
1943-02-01,372,5.7,15000,6.7
1943-02-02,457,0.7,15000,6.1
1943-02-03,439,0,15000,4.7
1943-02-04,344,0.1,15000,5.5
1943-02-05,327,4.6,15000,6.4
1943-02-06,311,1.9,15000,7.2
1943-02-07,286,0,15000,3.7
1943-02-08,245,11.5,15000,2.1
1943-02-09,233,1.7,15000,3.9
1943-02-10,261,2.6,15000,7.1
1943-02-11,265,0,15000,8.7
1943-02-12,241,0.3,15000,10.1
1943-02-13,211,0,15000,6.8
1943-02-14,189,1,15000,8.7
1943-02-15,185,1.4,15000,7
1943-02-16,164,0.1,15000,5
1943-02-17,148,0,15000,5.2
1943-02-18,142,0,15000,7.6
1943-02-19,131,0,15000,5.2
1943-02-20,123,0,15000,5.2
1943-02-21,121,0,15000,5.1
1943-02-22,119,0,15000,4.8
1943-02-23,115,0,15000,5.2
1943-02-24,106,0.2,15000,6.7
1943-02-25,106,0.6,15000,7.2
1943-02-26,103,0,15000,5.8
1943-02-27,101,0,15000,5.9
1943-02-28,101,0.1,15000,7.5
1943-03-01,95.1,0,15000,7.7
1943-03-02,91.5,0,15000,7.4
1943-03-03,84.6,0,15000,5.7
1943-03-04,86.2,0,15000,5.4
1943-03-05,91.4,0,15000,5.4
1943-03-06,86.6,0,15000,6.3
1943-03-07,87,0,15000,5.4
1943-03-08,84.6,0,15000,4.1
1943-03-09,84.1,0,15000,4.6
1943-03-10,79.1,0,15000,5.9
1943-03-11,79.5,0.1,15000,7.4
1943-03-12,74.6,0,15000,3.6
1943-03-13,80.3,0,15000,4.2
1943-03-14,79.1,0,15000,5.3
1943-03-15,74.3,0,15000,4.9
1943-03-16,75.9,0,15000,5.9
1943-03-17,76.3,0,15000,8.2
1943-03-18,74.3,0,15000,6.8
1943-03-19,73.1,0.5,15000,4.1
1943-03-20,72,0,15000,6.1
1943-03-21,71.7,0,15000,4.6
1943-03-22,66.6,0.1,15000,5.3
1943-03-23,62.1,2.2,15000,7.4
1943-03-24,59.3,10.5,15000,7.8
1943-03-25,64.1,2.5,15000,8.2
1943-03-26,79.7,0.5,15000,8.8
1943-03-27,86.2,0.1,15000,9
1943-03-28,86.1,0,15000,8.1
1943-03-29,70.8,0.8,15000,7.4
1943-03-30,61,0.1,15000,10.5
1943-03-31,65,0.5,15000,9.6
1943-04-01,59.8,0.7,15000,10.4
1943-04-02,63.1,0.4,15000,11.2
1943-04-03,61.5,0,15000,12
1943-04-04,58.5,0,15000,10.6
1943-04-05,57.6,0,15000,11
1943-04-06,60.8,0,15000,7.1
1943-04-07,55.7,0.4,15000,8.8
1943-04-08,56.2,0,15000,6.3
1943-04-09,47.7,0,15000,8.5
1943-04-10,45.6,0,15000,9.8
1943-04-11,46.4,1.1,15000,11.2
1943-04-12,52.5,0.3,15000,12.2
1943-04-13,46.5,0,15000,12.7
1943-04-14,45.1,0,15000,12.4
1943-04-15,44.9,0,15000,13.2
1943-04-16,44.1,0,15000,13.3
1943-04-17,49.7,0,15000,12.8
1943-04-18,42.7,0,15000,13.3
1943-04-19,42.3,1.5,15000,8.9
1943-04-20,42.5,0,15000,8.5
1943-04-21,41.9,2,15000,9.3
1943-04-22,38.6,0.9,15000,10.9
1943-04-23,43.5,7.2,15000,11.4
1943-04-24,45,2.3,15000,9.5
1943-04-25,48.9,1.6,15000,11.2
1943-04-26,46.9,0,15000,10.4
1943-04-27,41.8,0.9,15000,9.9
1943-04-28,44.8,0.7,15000,9.8
1943-04-29,39.6,3.1,15000,7.8
1943-04-30,42.9,2.3,15000,10.3
1943-05-01,41,1.3,15000,7.7
1943-05-02,49.1,0,15000,9.5
1943-05-03,40.1,0,15000,9
1943-05-04,42.7,0,15000,9.8
1943-05-05,39.4,0.8,15000,9.2
1943-05-06,37,0,15000,8.7
1943-05-07,38.4,8.6,15000,7.4
1943-05-08,36.5,5,15000,8.1
1943-05-09,45.4,7.8,15000,7
1943-05-10,48.4,16.5,15000,7.9
1943-05-11,91.4,0.2,15000,7.6
1943-05-12,86.7,0,15000,12.1
1943-05-13,73,0,15000,16.1
1943-05-14,47.5,0,15000,16.4
1943-05-15,33.3,0,15000,12.2
1943-05-16,41.5,0,15000,10.8
1943-05-17,37.8,0,15000,13.7
1943-05-18,34,0,15000,14.5
1943-05-19,32.7,0,15000,15.3
1943-05-20,34.7,0,15000,15.2
1943-05-21,35.4,0,15000,14.4
1943-05-22,34.4,4.1,15000,13.6
1943-05-23,31.7,4.5,15000,12.8
1943-05-24,39.1,12.9,15000,10.9
1943-05-25,46.1,1.9,15000,11.9
1943-05-26,49,0.1,15000,11.7
1943-05-27,40.1,0,15000,15.4
1943-05-28,40.2,0,15000,14.5
1943-05-29,34.5,0.8,15000,15.3
1943-05-30,32.4,0,15000,15
1943-05-31,31.7,2.6,15000,12.7
1943-06-01,27.5,6.3,15000,12.6
1943-06-02,29.3,5.7,15000,12.2
1943-06-03,34.4,2.1,15000,12.9
1943-06-04,35.7,3.1,15000,12.3
1943-06-05,33.9,0.2,15000,14.2
1943-06-06,36.1,0.6,15000,14
1943-06-07,30.4,5.6,15000,12.3
1943-06-08,32.3,0.6,15000,15.4
1943-06-09,31.6,0,15000,16.8
1943-06-10,29.2,0.1,15000,17.3
1943-06-11,29.9,0.3,15000,17.3
1943-06-12,30.5,0.3,15000,14.4
1943-06-13,25.3,1.1,15000,12.6
1943-06-14,27,3,15000,11.8
1943-06-15,23.7,5.6,15000,12.4
1943-06-16,31,2.9,15000,12
1943-06-17,27.8,1,15000,13.2
1943-06-18,28.7,4.2,15000,12.7
1943-06-19,28,0.3,15000,16.7
1943-06-20,27.7,0,15000,16.3
1943-06-21,26.6,0,15000,14.2
1943-06-22,25.3,0,15000,12.9
1943-06-23,25.2,0,15000,14.9
1943-06-24,24,0,15000,15
1943-06-25,27.6,0,15000,15.5
1943-06-26,19.6,0,15000,14.9
1943-06-27,20.6,0,15000,16.5
1943-06-28,20.9,0,15000,16.8
1943-06-29,19.6,0.1,15000,17.6
1943-06-30,18.7,0,15000,14.3
1943-07-01,16.4,0,15000,17
1943-07-02,19,0,15000,16.7
1943-07-03,18.1,0,15000,17.3
1943-07-04,16.4,0,15000,17.1
1943-07-05,19.7,0.2,15000,15.9
1943-07-06,22.4,2.6,15000,14
1943-07-07,24.4,0.4,15000,13.8
1943-07-08,19.5,0.9,15000,12.2
1943-07-09,19.6,1.6,15000,13.8
1943-07-10,19.6,3.8,15000,13.5
1943-07-11,20.1,3.7,15000,16
1943-07-12,22.2,0.2,15000,16.2
1943-07-13,21.8,0.3,15000,14.7
1943-07-14,21,0.2,15000,14.6
1943-07-15,20.7,2.3,15000,15.9
1943-07-16,22.3,0.2,15000,16
1943-07-17,18.3,0,15000,17.6
1943-07-18,19.4,1.5,15000,14.5
1943-07-19,20.1,0.1,15000,16.1
1943-07-20,19.9,11,15000,15.6
1943-07-21,23.2,2.6,15000,16.7
1943-07-22,22.2,0.2,15000,15.6
1943-07-23,20.7,0.1,15000,15.4
1943-07-24,22.5,0,15000,15
1943-07-25,20.6,0,15000,17.6
1943-07-26,20.8,0,15000,17.3
1943-07-27,19.8,0,15000,18.7
1943-07-28,20.2,0,15000,19.3
1943-07-29,18.7,0,15000,19.6
1943-07-30,16.5,0,15000,20.7
1943-07-31,17.9,5.7,15000,23.4
1943-08-01,22.5,0.7,15000,19.9
1943-08-02,19,0.1,15000,18
1943-08-03,18.7,0,15000,16.9
1943-08-04,17.8,4.4,15000,16.2
1943-08-05,19.2,7.6,15000,17.1
1943-08-06,21.1,0,15000,15.5
1943-08-07,19.2,0.1,15000,14.5
1943-08-08,17.5,0.1,15000,15.6
1943-08-09,18.7,0,15000,16.5
1943-08-10,18.7,0.2,15000,16.1
1943-08-11,18.5,0.2,15000,15.3
1943-08-12,18.2,0,15000,12.7
1943-08-13,16.9,2.2,15000,15.4
1943-08-14,16.8,0,15000,16.4
1943-08-15,16.3,0,15000,14
1943-08-16,16.1,0,15000,16
1943-08-17,16.9,0,15000,18.8
1943-08-18,16.7,0,15000,18.7
1943-08-19,17.4,0,15000,17.6
1943-08-20,16,8.4,15000,18.1
1943-08-21,15.5,3,15000,17.8
1943-08-22,12.7,1.6,15000,16.1
1943-08-23,16.1,0.8,15000,15.7
1943-08-24,14.8,2.9,15000,14.4
1943-08-25,16.8,8.1,15000,15
1943-08-26,19,4,15000,14.3
1943-08-27,18.3,3.2,15000,14
1943-08-28,18,2.3,15000,13.9
1943-08-29,17.8,2.6,15000,16.4
1943-08-30,18.2,0,15000,15.9
1943-08-31,21.8,0,15000,16
1943-09-01,19,5.7,15000,15.7
1943-09-02,18.7,0,15000,14.6
1943-09-03,17.3,0,15000,12.3
1943-09-04,18.3,0.3,15000,13.6
1943-09-05,15.5,1.8,15000,15.2
1943-09-06,16.5,0.2,15000,14
1943-09-07,18,1,15000,14
1943-09-08,16.6,0,15000,14.9
1943-09-09,17,6.2,15000,14
1943-09-10,19.8,8.8,15000,15.5
1943-09-11,22.8,0.1,15000,18.1
1943-09-12,21,4.7,15000,16.8
1943-09-13,20.8,1.6,15000,17.8
1943-09-14,23.5,4,15000,17.2
1943-09-15,22.7,0,15000,14.3
1943-09-16,18.1,0.1,15000,15.4
1943-09-17,19,0.8,15000,14.5
1943-09-18,16.9,0.6,15000,12.2
1943-09-19,14.7,1.2,15000,12.3
1943-09-20,16.8,0,15000,13.1
1943-09-21,17.3,0.5,15000,10.2
1943-09-22,17.3,0,15000,8.4
1943-09-23,17.2,0,15000,10.8
1943-09-24,16.7,1.8,15000,12.4
1943-09-25,15.6,0.1,15000,10.2
1943-09-26,16.3,0.2,15000,8.6
1943-09-27,16.3,4.9,15000,7.8
1943-09-28,18.9,0,15000,9.8
1943-09-29,18.7,0.2,15000,11.5
1943-09-30,18.2,0.1,15000,14.2
1943-10-01,17.5,1,15000,14.6
1943-10-02,17.2,0,15000,12.1
1943-10-03,16,0,15000,9.4
1943-10-04,17,0.2,15000,12.1
1943-10-05,19,0.5,15000,13.6
1943-10-06,17.8,5,15000,13.5
1943-10-07,18.9,0,15000,9.4
1943-10-08,18.7,0,15000,8.8
1943-10-09,17.5,0,15000,10.6
1943-10-10,17.3,0.1,15000,12
1943-10-11,17.5,0.1,15000,11.6
1943-10-12,18.7,0,15000,10
1943-10-13,19.4,2.5,15000,12
1943-10-14,19,0.1,15000,9.6
1943-10-15,18.3,0,15000,9.2
1943-10-16,18.1,4.9,15000,9.6
1943-10-17,18.2,3.3,15000,10.5
1943-10-18,17.9,5.5,15000,8.6
1943-10-19,23,13.3,15000,10.8
1943-10-20,35.8,10.3,15000,11.1
1943-10-21,44,4.4,15000,12.6
1943-10-22,41.9,14.9,15000,11.9
1943-10-23,46.7,1.7,15000,11.4
1943-10-24,46.8,0.3,15000,8.4
1943-10-25,44.4,0.1,15000,8.2
1943-10-26,31.7,0.1,15000,8.2
1943-10-27,26.9,0.1,15000,9.1
1943-10-28,28.5,0,15000,9.7
1943-10-29,22.5,0,15000,9.7
1943-10-30,23.5,0.7,15000,9.8
1943-10-31,20.9,4.7,15000,10.8
1943-11-01,19,2.9,15000,12.1
1943-11-02,26.9,3.1,15000,12.6
1943-11-03,24,1.2,15000,11.5
1943-11-04,28,0,15000,10.1
1943-11-05,28.9,3.1,15000,9
1943-11-06,25.5,0.5,15000,8.4
1943-11-07,24.5,0,15000,4.6
1943-11-08,24.4,0.9,15000,5.4
1943-11-09,24.6,0.1,15000,7.6
1943-11-10,24.8,1.8,15000,8.5
1943-11-11,25.6,0,15000,7.7
1943-11-12,27.4,4.3,15000,8.7
1943-11-13,23.4,2.3,15000,7.3
1943-11-14,23.6,1.9,15000,3.4
1943-11-15,24.4,0,15000,4.5
1943-11-16,26.9,0.1,15000,2.4
1943-11-17,24.7,0,15000,2
1943-11-18,24.6,0,15000,2.9
1943-11-19,23.6,0,15000,2.7
1943-11-20,23.2,0.5,15000,3.3
1943-11-21,22.4,2.5,15000,4.9
1943-11-22,21.2,0.5,15000,6.3
1943-11-23,23.8,2.9,15000,5.5
1943-11-24,24.6,0.1,15000,5.5
1943-11-25,25.6,0.6,15000,4.7
1943-11-26,25.3,1.7,15000,2.6
1943-11-27,24.6,3.7,15000,5.3
1943-11-28,23.8,2.6,15000,7.4
1943-11-29,28.3,0.4,15000,5.7
1943-11-30,31.1,0.2,15000,6
1943-12-01,30.5,5.7,15000,6
1943-12-02,31.7,0.5,15000,5.7
1943-12-03,32.6,0.3,15000,2.2
1943-12-04,32.6,0,15000,3
1943-12-05,29.5,0.1,15000,1.5
1943-12-06,20.7,0.1,15000,2.1
1943-12-07,25.5,0.5,15000,2.9
1943-12-08,27.4,2.4,15000,3.8
1943-12-09,27.2,0,15000,4.5
1943-12-10,26.4,0.2,15000,2.8
1943-12-11,25.4,0.5,15000,0.7
1943-12-12,25.5,0,15000,0.5
1943-12-13,21,0,15000,1.3
1943-12-14,26.6,0,15000,-1.4
1943-12-15,25.7,0,15000,-0.1
1943-12-16,22.5,0.1,15000,1
1943-12-17,24,2.3,15000,3.1
1943-12-18,22.9,16.8,15000,3.7
1943-12-19,34.5,0.1,15000,3.6
1943-12-20,75.7,0.5,15000,5.2
1943-12-21,61,5.4,15000,6.1
1943-12-22,73.7,0,15000,4.8
1943-12-23,57.4,0,15000,3.6
1943-12-24,30.1,0.1,15000,4.1
1943-12-25,39.3,0.2,15000,5.4
1943-12-26,31.8,0.3,15000,7.7
1943-12-27,33.4,0,15000,7.3
1943-12-28,36.4,0,15000,3.8
1943-12-29,31,0,15000,5
1943-12-30,33.3,0,15000,4.8
1943-12-31,24.9,0.7,15000,3.9
1944-01-01,29.8,0,15000,5.3
1944-01-02,29.1,0,15000,8.5
1944-01-03,26.9,1.2,15000,9.1
1944-01-04,27.9,0,15000,3.7
1944-01-05,27.2,0,15000,2.4
1944-01-06,26.8,0,15000,4
1944-01-07,24.6,0.3,15000,7.9
1944-01-08,25.5,0.4,15000,7.3
1944-01-09,25.2,3.7,15000,7.1
1944-01-10,27.7,0.5,15000,1.8
1944-01-11,29.4,6.7,15000,2.3
1944-01-12,30.5,0.3,15000,5.8
1944-01-13,36.5,0.7,15000,8.9
1944-01-14,36.7,0.1,15000,6.4
1944-01-15,35.6,0,15000,1.3
1944-01-16,34.1,0.1,15000,1.3
1944-01-17,32.3,2.2,15000,4.1
1944-01-18,30.9,0.9,15000,6.4
1944-01-19,31.7,6.2,15000,6.7
1944-01-20,36.8,0,15000,2.7
1944-01-21,41.6,0.1,15000,4.8
1944-01-22,38.7,10.5,15000,8
1944-01-23,58.5,2.9,15000,5.5
1944-01-24,115,4.8,15000,5.2
1944-01-25,105,0.4,15000,5.2
1944-01-26,114,2.6,15000,7.4
1944-01-27,76.6,0.3,15000,8
1944-01-28,61.5,0,15000,9.7
1944-01-29,47.6,0,15000,8.5
1944-01-30,50,0,15000,8.2
1944-01-31,45.8,0,15000,6.2
1944-02-01,44.6,1.4,15000,8.1
1944-02-02,40,0.4,15000,10.2
1944-02-03,41,1,15000,9.3
1944-02-04,41.9,0.1,15000,3.4
1944-02-05,41.1,0,15000,3.1
1944-02-06,37.3,0.5,15000,2.8
1944-02-07,35.9,0.3,15000,4.6
1944-02-08,37.4,0,15000,5.4
1944-02-09,35.4,3.2,15000,5.7
1944-02-10,37.6,0.5,15000,2.9
1944-02-11,38.7,0,15000,4
1944-02-12,35.2,0.2,15000,2.3
1944-02-13,30.4,0.7,15000,2.9
1944-02-14,30.8,0.9,15000,4.1
1944-02-15,32.4,6.4,15000,4.7
1944-02-16,33,4.5,15000,5.3
1944-02-17,51.5,0.1,15000,2.5
1944-02-18,64.7,0.6,15000,1.8
1944-02-19,63.6,0.2,15000,0.7
1944-02-20,46.4,0.1,15000,2
1944-02-21,39.1,0,15000,3.3
1944-02-22,37.5,0.6,15000,2.6
1944-02-23,37,0.1,15000,3.3
1944-02-24,34.8,0,15000,2.2
1944-02-25,36.3,0.2,15000,2.2
1944-02-26,35.3,0.8,15000,2.5
1944-02-27,34.7,0.2,15000,1.2
1944-02-28,35.1,0.2,15000,1
1944-02-29,35.4,0.3,15000,0.5
1944-03-01,34,0,15000,2.1
1944-03-02,33,0,15000,2.1
1944-03-03,31.5,0.1,15000,1.9
1944-03-04,31.3,0.9,15000,0.6
1944-03-05,28.6,0,15000,2.5
1944-03-06,28.4,0.1,15000,3
1944-03-07,30.2,0,15000,3.6
1944-03-08,29.4,0,15000,4.1
1944-03-09,28.1,0,15000,3.2
1944-03-10,21.3,0,15000,3.5
1944-03-11,27.2,0.2,15000,5.7
1944-03-12,27.2,0.2,15000,8.9
1944-03-13,28,0.4,15000,7.2
